X,Y,Z,X.1,Y.1,Z.1,X.2,Y.2,Z.2,X.3,Y.3,Z.3,X.4,Y.4,Z.4,X.5,Y.5,Z.5,X.6,Y.6,Z.6,X.7,Y.7,Z.7,X.8,Y.8,Z.8,X.9,Y.9,Z.9,X.10,Y.10,Z.10,X.11,Y.11,Z.11,X.12,Y.12,Z.12,X.13,Y.13,Z.13,X.14,Y.14,Z.14,X.15,Y.15,Z.15,X.16,Y.16,Z.16,X.17,Y.17,Z.17,X.18,Y.18,Z.18,X.19,Y.19,Z.19,X.20,Y.20,Z.20,X.21,Y.21,Z.21,X.22,Y.22,Z.22,X.23,Y.23,Z.23,X.24,Y.24,Z.24,X.25,Y.25,Z.25
1632.096,-1831.27,1002.701,1568.13,-1948.261,1123.64,1562.107,-2050.564,945.043,1191.172,-1942.88,1048.359,1134.343,-1877.483,941.635,1334.736,-1945.175,713.094,1098.176,-2001.494,713.072,993.866,-1878.889,908.318,1030.853,-1828.121,970.662,967.435,-2049.534,1128.865,1349.213,-2232.601,1148.819,1112.632,-2208.305,1141.024,1089.837,-1988.196,1193.307,1115.78,0.0,0.0,1109.158,0.0,0.0,961.26,-2040.815,855.663,983.166,-2126.753,915.292,1006.202,-1896.157,1031.999,467.268,-2003.63,1139.306,332.681,-2047.571,1056.362,37.252,-1946.801,1145.459,81.785,-1940.083,1223.713,656.143,-2231.531,1031.064,447.115,-2285.056,952.993,172.432,-2361.961,729.227,44.384,-2280.755,849.029
1632.676,-1823.768,1011.395,1567.898,-1939.634,1133.331,1562.189,-2043.055,956.595,1191.508,-1934.497,1058.864,1134.421,-1869.952,951.637,1334.968,-1940.926,723.778,1099.154,-1997.591,724.298,994.938,-1871.926,917.677,1031.917,-1819.661,978.968,968.649,-2040.188,1140.515,1349.616,-2222.971,1161.419,1112.036,-2198.802,1152.434,1089.917,-1978.093,1202.204,1115.607,-1931.363,1227.658,1109.271,0.0,0.0,961.338,-2034.013,867.183,983.313,-2119.72,927.257,1006.51,-1889.663,1040.485,466.28,-1997.948,1150.024,329.841,-2037.262,1079.253,33.679,-1934.627,1166.775,84.712,-1926.622,1244.586,656.678,-2224.458,1044.161,446.699,-2281.125,963.645,177.343,-2361.731,738.882,45.018,-2280.613,852.53
1632.575,-1816.265,1020.077,1566.956,-1931.034,1143.03,1561.614,-2035.509,968.13,1191.057,-1926.171,1069.381,1133.775,-1862.435,961.746,1334.422,-1936.393,734.663,1099.164,-1993.359,735.792,995.134,-1865.588,928.1,1032.118,-1811.306,987.831,969.231,-2031.046,1152.105,1349.228,-2213.585,1173.788,1110.653,-2189.64,1163.657,1088.692,-1968.209,1211.261,1114.369,-1921.018,1236.133,1107.998,0.0,0.0,960.743,-2026.969,878.936,982.828,-2112.5,939.037,1006.035,-1882.915,1049.618,464.798,-1992.165,1160.859,327.172,-2027.768,1100.207,30.648,-1923.487,1186.191,87.101,-1914.341,1263.54,656.364,-2216.929,1058.177,445.592,-2276.79,975.02,182.039,-2361.409,749.387,45.653,-2280.407,856.365
1631.841,-1808.84,1028.758,1565.262,-1922.513,1152.697,1560.359,-2027.959,979.573,1189.835,-1917.961,1079.896,1132.375,-1854.954,971.861,1333.154,-1931.539,745.673,1098.147,-1988.769,747.514,994.986,-1858.667,938.49,1031.521,-1803.032,997.289,969.19,-2022.123,1163.539,1348.052,-2204.494,1185.925,1108.455,-2180.811,1174.635,1086.143,-1958.751,1220.848,1112.005,-1911.336,1245.22,1105.246,0.0,0.0,959.457,-2019.891,890.216,981.725,-2105.153,950.68,1004.81,-1875.945,1059.304,462.731,-1986.117,1171.894,324.539,-2019.246,1119.121,27.988,-1913.604,1203.846,88.644,-1903.573,1280.674,655.183,-2208.9,1072.857,443.817,-2272.123,987.097,186.522,-2360.942,760.707,46.652,-2280.064,860.63
1630.449,-1801.491,1037.404,1562.876,-1914.029,1162.382,1558.375,-2020.457,990.931,1187.804,-1909.833,1090.37,1130.372,-1847.492,982.011,1331.165,-1926.398,756.821,1096.135,-1983.733,759.449,993.899,-1847.88,947.275,1030.078,-1794.852,1007.266,968.445,-2013.039,1175.236,1346.025,-2195.603,1197.856,1105.51,-2172.276,1185.457,1082.322,-1949.576,1230.685,1108.534,-1901.86,1254.615,1101.062,0.0,0.0,957.521,-2012.778,901.349,979.99,-2097.76,962.193,1002.775,-1868.729,1069.479,460.115,-1979.699,1183.218,321.723,-2011.761,1136.013,25.387,-1905.163,1219.854,88.993,-1894.555,1296.417,653.211,-2200.562,1088.258,441.293,-2267.116,999.763,190.784,-2360.212,772.809,47.76,-2279.464,865.489
1628.384,-1794.208,1046.015,1559.794,-1905.634,1172.029,1555.714,-2012.996,1002.163,1185.012,-1901.8,1100.897,1127.654,-1840.069,992.188,1328.487,-1920.963,768.019,1093.13,-1978.336,771.52,992.289,-1840.746,958.053,1027.806,-1786.73,1017.705,966.977,-2004.327,1186.675,1343.177,-2186.987,1209.477,1101.79,-2164.074,1196.086,1077.238,-1940.531,1240.662,1104.011,-1892.613,1264.233,1095.409,0.0,0.0,954.939,-2005.641,912.372,977.624,-2090.287,973.68,999.935,-1861.408,1079.94,457.055,-1972.872,1194.745,318.592,-2005.206,1150.939,22.686,-1898.132,1234.762,87.928,-1887.442,1311.105,650.398,-2191.916,1104.159,437.942,-2261.758,1012.983,194.796,-2359.182,785.624,48.917,-2278.68,871.018
1625.663,-1787.028,1054.662,1556.056,-1897.312,1181.686,1552.397,-2005.591,1013.247,1181.43,-1893.877,1111.36,1124.22,-1832.626,1002.422,1325.085,-1915.189,779.21,1089.095,-1972.574,783.71,989.531,-1833.548,969.249,1024.64,-1778.621,1028.655,964.798,-1996.072,1197.747,1339.557,-2178.636,1220.857,1097.43,-2156.241,1206.533,1070.924,-1931.738,1250.857,1098.49,-1883.639,1274.148,1088.363,-1861.445,1038.515,951.765,-1998.552,923.347,974.614,-2082.827,985.1,996.342,-1853.989,1090.814,453.486,-1965.838,1206.358,315.135,-1999.362,1164.047,19.729,-1892.535,1248.707,85.397,-1882.317,1325.138,646.871,-2183.163,1120.465,433.82,-2256.126,1026.733,198.564,-2357.8,799.077,50.199,-2277.896,877.322
1622.266,-1779.879,1063.275,1551.73,-1889.015,1191.312,1548.432,-1998.221,1024.258,1177.159,-1886.059,1121.838,1120.146,-1825.221,1012.666,1321.021,-1909.093,790.422,1084.067,-1966.315,796.037,986.141,-1826.057,980.768,1020.578,-1770.538,1040.049,961.834,-1987.955,1208.763,1335.196,-2170.473,1231.993,1092.408,-2148.72,1216.843,1063.365,-1923.1,1261.303,1091.974,-1874.916,1284.529,1079.872,-1853.632,1050.317,947.926,-1991.643,934.156,970.933,-2075.478,996.522,992.03,-1846.457,1102.079,449.417,-1958.821,1217.905,311.296,-1994.006,1175.382,16.336,-1888.205,1262.164,81.241,-1879.22,1338.738,642.598,-2174.309,1137.206,428.938,-2250.337,1040.927,202.144,-2356.17,812.959,51.571,-2277.023,884.523
1618.189,-1772.895,1071.995,1546.761,-1880.881,1200.906,1543.821,-1990.908,1035.094,1172.162,-1878.291,1132.306,1115.486,-1817.788,1022.943,1316.245,-1902.705,801.555,1078.086,-1959.751,808.404,981.677,-1818.355,992.529,1015.632,-1762.446,1051.857,958.114,-1980.051,1219.651,1330.097,-2162.639,1242.855,1086.803,-2141.489,1227.094,1054.647,-1914.71,1271.964,1084.58,-1866.499,1295.195,1069.994,-1845.839,1061.485,943.534,-1984.689,945.334,966.607,-2068.191,1008.047,987.054,-1838.732,1114.028,444.781,-1951.847,1229.229,306.972,-1988.82,1185.277,13.69,-1884.976,1275.382,75.522,-1877.939,1352.195,637.606,-2165.454,1154.376,423.324,-2244.442,1055.582,205.491,-2353.693,827.255,53.409,-2275.98,892.921
1613.5,-1766.028,1080.637,1541.205,-1872.821,1210.46,1538.541,-1983.608,1045.812,1166.51,-1870.594,1142.715,1110.13,-1810.39,1033.194,1310.778,-1895.915,812.712,1071.179,-1952.697,820.917,976.406,-1810.556,1004.584,1009.807,-1754.33,1064.09,953.675,-1972.224,1230.478,1324.381,-2154.973,1253.487,1080.667,-2134.554,1237.244,1044.773,-1906.559,1282.881,1076.308,-1858.363,1306.176,1058.745,-1838.028,1072.438,938.598,-1977.883,956.591,961.68,-2060.974,1019.673,981.447,-1831.189,1126.412,439.541,-1945.158,1239.506,301.999,-1984.039,1193.401,14.785,-1883.279,1287.998,68.229,-1878.594,1365.692,631.985,-2156.686,1171.857,416.83,-2238.512,1070.715,208.775,-2350.44,841.688,56.519,-2274.782,902.833
1608.225,-1759.214,1089.304,1535.076,-1864.943,1219.999,1532.601,-1976.304,1056.361,1160.155,-1862.957,1153.056,1104.294,-1803.001,1043.419,1304.595,-1888.756,823.868,1063.422,-1945.235,833.527,970.71,-1802.521,1016.908,1003.197,-1746.163,1076.689,948.598,-1964.558,1241.109,1318.042,-2147.583,1263.918,1074.072,-2127.984,1247.246,1033.795,-1898.703,1294.039,1067.218,-1850.566,1317.532,1046.161,-1830.095,1083.55,933.13,-1971.133,967.955,956.138,-2053.822,1031.374,975.243,-1824.069,1139.033,433.432,-1938.903,1249.619,296.33,-1981.388,1199.97,15.668,-1885.279,1298.725,57.484,-1882.431,1377.819,625.72,-2147.994,1189.699,409.934,-2232.59,1086.212,212.157,-2346.304,856.023,60.134,-2273.973,915.046
1602.585,-1752.38,1097.883,1528.556,-1857.132,1229.451,1526.13,-1968.951,1066.698,1153.222,-1855.309,1163.319,1097.774,-1795.644,1053.528,1297.746,-1881.214,834.966,1054.865,-1937.344,846.289,964.139,-1794.366,1029.509,995.874,-1737.946,1089.624,942.961,-1957.005,1251.558,1311.165,-2140.392,1274.084,1067.148,-2121.804,1257.051,1021.776,-1891.113,1305.426,1057.357,-1843.141,1329.134,1032.323,-1822.534,1093.412,927.039,-1964.379,979.077,950.086,-2046.91,1042.916,968.464,-1816.845,1151.286,426.899,-1931.124,1260.361,290.553,-1983.266,1203.16,15.253,-1886.531,1304.875,39.75,-1889.47,1384.101,618.853,-2139.384,1207.901,402.328,-2227.146,1102.521,215.633,-2341.433,870.298,63.756,-2273.088,929.75
1597.261,-1745.357,1106.598,1522.198,-1849.207,1238.906,1519.622,-1961.617,1076.86,1145.804,-1847.603,1173.62,1090.972,-1788.387,1063.539,1290.282,-1873.209,846.081,1045.607,-1929.01,859.137,957.084,-1786.019,1042.358,987.946,-1729.652,1103.016,936.906,-1949.471,1261.98,1303.924,-2133.513,1284.096,1060.055,-2115.56,1267.038,1008.809,-1883.828,1317.042,1046.866,-1836.099,1341.141,1017.248,0.0,0.0,920.457,-1957.575,989.548,943.479,-2040.134,1054.13,961.06,-1808.439,1162.377,420.767,-1922.781,1273.672,287.299,-1982.809,1206.651,15.931,-1892.271,1308.556,29.61,-1894.562,1388.956,611.419,-2130.813,1226.266,394.321,-2220.831,1118.569,219.056,-2335.593,884.776,67.773,-2272.025,946.337
1592.388,-1738.18,1115.387,1516.371,-1841.126,1248.406,1513.547,-1954.216,1086.748,1138.397,-1839.8,1183.984,1083.871,-1781.371,1073.511,1282.451,-1864.835,857.225,1035.85,-1920.215,872.142,949.721,-1777.561,1055.676,979.583,-1721.31,1116.833,930.615,-1942.124,1272.403,1296.64,-2126.836,1293.953,1052.991,-2109.503,1276.797,995.058,-1876.871,1328.873,1035.87,-1829.53,1353.443,1001.21,0.0,0.0,913.381,-1950.921,999.257,936.311,-2033.51,1064.927,953.169,-1798.775,1173.552,415.871,-1915.323,1288.566,286.247,-1981.614,1210.394,17.812,-1889.067,1308.884,30.604,-1892.283,1389.342,603.615,-2122.15,1244.72,386.348,-2214.15,1135.236,222.488,-2328.785,900.011,72.046,-2270.146,964.078
1587.678,-1730.851,1124.151,1510.988,-1832.838,1257.891,1508.061,-1946.593,1096.59,1131.499,-1831.936,1194.369,1076.567,-1774.507,1083.426,1274.715,-1856.015,868.282,1025.657,-1910.853,885.29,942.255,-1769.011,1069.301,970.928,-1712.886,1131.155,924.128,-1934.84,1282.702,1289.741,-2120.177,1303.51,1046.091,-2103.627,1286.258,980.767,-1870.315,1340.854,1024.574,-1823.514,1366.007,984.291,0.0,0.0,905.925,-1944.683,1008.378,928.756,-2027.056,1075.511,945.128,-1790.548,1185.741,412.277,-1907.896,1303.454,285.877,-1980.07,1213.258,19.886,-1889.261,1311.394,29.073,-1891.61,1390.658,595.773,-2113.196,1263.125,378.763,-2206.757,1152.277,225.789,-2320.906,916.103,76.533,-2268.149,983.406
1583.212,-1723.395,1132.904,1505.928,-1824.43,1267.339,1503.014,-1938.781,1106.467,1125.66,-1824.041,1204.906,1069.442,-1767.764,1093.384,1267.886,-1846.782,879.369,1015.43,-1900.951,898.507,935.148,-1760.504,1083.41,962.481,-1704.512,1146.079,918.4,-1927.519,1293.036,1283.521,-2113.457,1312.772,1039.509,-2097.941,1295.213,966.554,-1864.376,1352.937,1013.301,-1818.219,1378.715,966.86,0.0,0.0,898.344,-1939.004,1017.624,921.33,-2021.208,1086.058,937.441,-1783.259,1196.754,410.244,-1900.36,1316.335,286.117,-1978.974,1215.121,21.025,-1889.257,1312.824,26.56,-1892.051,1391.17,588.564,-2103.752,1281.633,372.013,-2198.676,1170.029,228.83,-2312.011,932.865,81.036,-2265.389,1004.094
1579.102,-1715.906,1141.541,1501.161,-1815.694,1276.649,1498.292,-1930.751,1116.644,1120.912,-1816.116,1215.343,1062.803,-1760.912,1103.368,1262.333,-1837.141,890.477,1005.366,-1890.361,911.899,928.745,-1752.001,1098.031,954.49,-1696.205,1161.559,913.285,-1919.936,1303.285,1278.279,-2106.625,1321.779,1033.372,-2092.629,1303.747,952.591,-1859.037,1364.753,1002.332,-1813.648,1391.337,949.734,0.0,0.0,891.14,-1934.173,1026.967,914.037,-2015.639,1096.8,930.906,-1775.289,1206.725,408.41,-1892.89,1326.588,286.226,-1978.621,1216.096,21.432,-1889.239,1313.128,26.557,-1891.983,1391.727,582.602,-2093.294,1300.265,366.399,-2189.446,1188.395,231.527,-2302.275,950.344,85.58,-2261.526,1026.069
1575.367,-1708.331,1150.145,1496.842,-1806.798,1285.9,1494.08,-1922.633,1127.022,1117.315,-1808.122,1225.629,1057.184,-1753.818,1113.385,1258.229,-1827.136,901.723,995.743,-1879.153,925.362,922.96,-1743.614,1113.005,947.406,-1688.088,1177.656,909.419,-1912.083,1313.483,1274.236,-2099.657,1330.554,1028.013,-2087.761,1311.895,939.359,-1854.515,1375.958,992.267,-1810.087,1403.663,933.305,-1778.51,1147.611,884.503,-1928.753,1036.873,908.159,-2009.414,1107.635,926.502,-1768.252,1215.479,405.456,-1885.617,1334.77,285.583,-1978.44,1216.88,21.853,-1889.551,1313.515,25.542,-1892.116,1391.833,577.457,-2081.684,1319.107,362.224,-2179.09,1207.469,233.834,-2291.787,968.333,90.134,-2256.298,1049.144
1572.154,-1700.645,1158.751,1493.116,-1798.033,1295.337,1490.522,-1914.502,1137.398,1114.608,-1800.092,1235.554,1052.837,-1746.485,1123.207,1255.146,-1816.794,913.207,986.898,-1867.456,938.774,918.818,-1735.347,1128.502,941.557,-1680.115,1194.237,907.075,-1903.9,1323.686,1271.321,-2092.777,1339.182,1023.864,-2083.447,1319.692,927.518,-1850.931,1386.903,983.519,-1807.46,1415.501,918.245,-1771.156,1155.596,0.0,-1922.711,1046.558,903.757,-2002.771,1117.898,923.776,-1761.614,1223.431,401.199,-1878.85,1342.084,284.095,-1978.184,1217.561,22.441,-1889.687,1313.727,25.271,-1892.118,1391.893,573.368,-2068.97,1338.069,359.184,-2167.446,1227.008,235.648,-2280.615,986.775,94.533,-2249.416,1073.432
1569.614,-1692.859,1167.372,1490.13,-1789.068,1304.741,1487.616,-1906.365,1147.651,1112.549,-1792.006,1245.114,1049.915,-1738.892,1132.787,1252.641,-1806.02,925.027,979.227,-1855.264,952.393,916.337,-1726.777,1143.966,937.211,-1672.313,1211.123,906.398,-1895.974,1333.125,1269.302,-2086.148,1347.875,1021.016,-2079.74,1327.211,917.258,-1848.268,1397.51,976.315,-1805.788,1426.844,904.992,-1763.723,1163.594,0.0,-1915.999,1056.006,901.074,-1995.681,1127.667,921.786,-1755.426,1230.715,396.779,-1873.234,1349.553,282.087,-1977.914,1218.113,23.004,-1889.838,1313.974,25.047,-1892.186,1392.039,570.216,-2055.419,1357.063,357.296,-2154.587,1246.873,236.893,-2269.001,1005.762,98.785,-2240.835,1098.736
1567.783,-1684.856,1175.982,1488.024,-1779.951,1314.245,1485.465,-1898.216,1157.76,1111.238,-1783.706,1254.368,1048.167,-1731.058,1142.076,1250.815,-1795.014,937.105,972.988,-1842.662,966.249,915.472,-1718.117,1159.546,934.446,-1664.555,1228.189,907.534,-1887.31,1342.968,1268.189,-2079.771,1356.49,1019.811,-2076.499,1334.373,908.707,-1846.384,1407.729,970.657,-1804.861,1437.7,894.215,-1756.322,1171.921,0.0,-1908.701,1065.111,900.136,-1988.077,1137.039,920.298,-1749.826,1237.638,393.238,-1868.518,1355.681,279.862,-1977.444,1218.543,23.715,-1889.722,1314.145,24.895,-1892.216,1392.067,567.731,-2041.15,1375.841,0.0,-2140.626,1266.778,237.511,-2257.16,1025.397,102.285,-2230.384,1124.803
1566.695,-1676.668,1184.663,1486.798,-1770.492,1323.691,1484.154,-1890.083,1167.562,1110.693,-1775.349,1263.368,1047.543,-1723.011,1151.126,1249.743,-1783.937,949.318,968.345,-1829.919,980.231,916.355,-1709.232,1175.053,933.318,-1656.742,1244.89,910.478,-1878.681,1352.596,1267.93,-2073.627,1364.728,1019.872,-2073.592,1341.19,902.097,-1845.154,1417.624,966.638,-1804.662,1448.169,884.974,-1749.091,1180.248,0.0,-1901.105,1073.929,900.403,-1980.234,1146.073,919.366,-1744.538,1244.034,390.8,-1864.225,1361.063,278.262,-1977.001,1218.835,24.617,-1889.689,1314.187,24.801,-1892.217,1392.057,566.168,-2026.214,1394.066,357.059,-2125.729,1286.713,237.173,-2245.235,1045.614,104.996,-2217.809,1151.107
1566.389,-1668.254,1193.396,1486.576,-1760.9,1333.189,1483.804,-1881.933,1177.085,1110.894,-1767.09,1272.327,1047.864,-1714.854,1160.147,1249.559,-1772.836,961.631,965.362,-1816.985,994.36,918.85,-1700.379,1190.566,933.816,-1648.91,1261.838,915.227,-1870.252,1361.965,1268.43,-2067.762,1372.65,1021.455,-2071.017,1347.78,897.266,-1844.27,1427.425,964.262,-1804.885,1458.146,877.666,-1741.287,1188.769,878.746,-1893.344,1082.624,0.0,-1972.248,1154.977,919.201,-1739.313,1249.991,388.692,-1862.144,1364.103,277.473,-1976.763,1219.298,25.811,-1889.797,1314.264,24.742,-1892.249,1392.137,565.601,-2010.587,1411.637,358.481,-2110.054,1306.606,235.862,-2233.236,1066.47,106.897,-2203.251,1177.635
1566.833,-1659.571,1202.256,1487.37,-1751.081,1342.73,1484.411,-1873.775,1186.46,1111.758,-1758.825,1281.187,1049.03,-1706.518,1169.14,1250.276,-1761.673,973.966,963.873,-1803.997,1008.538,922.936,-1691.37,1205.886,935.841,-1640.955,1278.204,921.686,-1861.512,1371.664,1269.578,-2062.054,1380.247,1024.366,-2068.713,1354.257,894.18,-1843.693,1436.707,963.517,-1805.324,1467.659,872.33,-1733.566,1197.196,880.243,-1885.491,1091.355,0.0,-1964.115,1163.944,919.838,-1734.347,1255.523,386.927,-1859.678,1367.473,277.139,-1976.538,1219.798,27.136,-1889.643,1314.375,24.655,-1892.186,1392.128,565.962,-1994.258,1428.505,361.206,-2093.588,1326.384,233.637,-2221.052,1088.072,107.675,-2186.573,1203.88
1567.885,-1650.706,1211.14,1489.061,-1741.123,1352.19,1485.943,-1865.537,1195.543,1113.397,-1750.663,1290.188,1050.953,-1698.145,1178.277,1251.862,-1750.17,986.133,963.593,-1791.08,1022.595,928.518,-1682.497,1220.714,939.276,-1633.199,1294.071,929.819,-1853.615,1380.591,1271.378,-2056.655,1387.472,1028.419,-2066.529,1360.499,892.901,-1843.376,1445.467,964.291,-1805.946,1476.708,868.349,-1725.63,1205.882,882.908,-1877.672,1100.023,0.0,-1955.896,1172.959,921.378,-1729.925,1260.809,386.416,-1857.048,1370.372,277.19,-1976.315,1220.201,28.658,-1889.677,1314.443,24.612,-1892.209,1392.17,567.232,-1977.552,1444.668,364.739,-2076.766,1346.084,230.503,-2208.736,1110.161,107.04,-2168.153,1230.555
1569.587,-1641.671,1220.173,1491.63,-1731.087,1361.758,1488.284,-1857.137,1204.42,1115.796,-1742.512,1299.243,1053.525,-1689.704,1187.569,1254.292,-1738.295,998.177,964.468,-1778.123,1036.546,935.375,-1673.766,1234.956,943.976,-1625.386,1309.536,939.359,-1845.899,1389.413,1273.843,-2051.425,1394.375,1033.607,-2064.274,1366.566,0.0,-1843.048,1453.838,966.473,-1806.541,1485.255,866.945,-1717.378,1214.252,886.056,-1869.725,1108.797,0.0,-1947.57,1182.064,923.675,-1725.164,1266.128,386.923,-1852.782,1373.753,277.931,-1975.913,1220.53,30.533,-1889.655,1314.441,24.561,-1892.21,1392.152,569.387,-1960.414,1460.071,368.934,-2059.287,1365.562,226.491,-2196.08,1132.765,105.374,-2147.935,1257.298
1571.886,-1632.436,1229.137,1494.943,-1720.94,1371.214,1491.413,-1848.52,1213.226,1118.803,-1734.399,1308.438,1056.798,-1681.153,1197.083,1257.446,-1725.938,1010.053,966.368,-1765.247,1050.297,943.4,-1664.981,1249.022,949.772,-1617.708,1324.455,950.135,-1838.369,1398.26,1276.881,-2046.151,1401.091,1039.733,-2062.005,1372.328,895.237,-1842.607,1461.875,969.917,-1806.975,1493.438,867.043,-1709.157,1222.57,889.175,-1861.744,1117.697,0.0,-1939.138,1191.417,926.664,-1720.718,1271.175,387.916,0.0,0.0,279.3,-1975.495,1220.806,32.647,-1889.77,1314.433,24.586,-1892.251,1392.191,572.337,-1943.149,1474.785,374.237,-2041.281,1384.912,221.584,-2182.915,1155.92,102.718,-2126.134,1283.807
1574.799,-1623.157,1238.257,1498.933,-1710.789,1380.816,1495.145,-1839.734,1221.847,1122.342,-1726.242,1317.79,1060.641,-1672.458,1206.884,1261.283,-1713.232,1021.745,969.236,-1753.768,1062.818,952.463,-1656.297,1262.682,956.613,-1610.111,1338.846,961.966,-1830.899,1407.112,1280.443,-2040.784,1407.459,1046.627,-2059.294,1378.104,898.201,-1842.051,1469.615,974.535,-1807.221,1501.296,868.453,-1700.7,1230.54,892.685,-1853.766,1126.654,0.0,-1930.724,1200.762,930.288,-1716.243,1276.073,389.265,0.0,0.0,281.2,-1974.958,1220.969,35.219,-1889.759,1314.412,24.799,-1892.299,1392.162,575.871,-1926.038,1488.686,380.664,-2022.635,1403.856,215.862,-2169.281,1179.532,99.32,-2102.55,1310.138
1578.206,-1613.755,1247.308,1503.517,-1700.543,1390.378,1499.459,-1830.737,1230.361,1126.495,-1717.978,1327.186,1065.089,-1663.57,1216.779,1265.729,-1700.183,1033.208,973.022,-1740.354,1076.531,962.25,-1647.64,1276.0,964.137,-1602.572,1352.715,974.434,-1823.304,1415.905,1284.583,-2035.115,1413.575,1054.263,-2056.328,1383.677,902.245,-1841.176,1477.159,979.952,-1807.161,1508.924,871.029,-1692.165,1238.318,896.568,-1845.691,1135.696,0.0,-1922.207,1210.233,934.614,-1711.789,1280.622,391.505,0.0,0.0,283.592,-1974.098,1220.973,38.275,-1889.616,1314.308,24.915,-1892.28,1392.076,580.061,-1908.979,1501.917,387.729,-2003.681,1422.593,209.499,-2154.848,1203.566,95.449,-2078.074,1335.571
1581.908,-1604.392,1256.44,1508.516,-1690.228,1400.039,1504.179,-1821.547,1238.936,1131.095,-1709.653,1336.665,1069.951,-1654.509,1226.897,1270.647,-1686.814,1044.258,977.564,-1727.44,1089.732,972.448,-1639.131,1289.021,972.341,-1595.13,1366.173,987.207,-1815.629,1424.791,1289.19,-2029.094,1419.588,1062.501,-2053.0,1389.237,907.076,-1840.079,1484.709,986.094,-1806.788,1516.609,874.448,-1683.588,1246.089,900.722,-1837.466,1144.802,0.0,-1913.514,1219.783,939.474,-1707.342,1285.097,394.56,0.0,0.0,286.476,-1973.022,1220.99,41.959,-1889.467,1314.226,25.184,-1892.386,1392.049,584.794,-1891.897,1514.421,394.843,-1984.289,1440.995,202.624,-2139.509,1227.966,91.456,-2052.458,1360.958
1585.849,-1594.983,1265.588,1513.838,-1679.852,1409.688,1509.18,-1812.309,1247.468,1136.078,-1701.138,1346.118,1075.196,-1645.233,1237.047,1275.946,-1673.427,1055.385,982.819,-1714.728,1102.576,983.056,-1630.576,1301.619,981.071,-1587.511,1379.201,1000.243,-1807.729,1433.642,1294.159,-2022.704,1425.427,1071.156,-2049.349,1394.669,912.393,-1838.679,1492.283,992.705,-1806.096,1524.196,878.431,-1674.906,1253.752,905.409,-1829.213,1153.91,0.0,-1904.775,1229.25,944.728,-1702.82,1289.291,398.213,0.0,0.0,289.861,-1971.565,1220.959,46.244,-1889.211,1314.126,25.687,-1892.372,1391.915,590.057,-1874.983,1526.07,402.318,-1964.408,1458.819,195.391,-2123.034,1252.619,87.549,-2025.96,1386.214
1590.203,-1585.455,1274.695,1519.304,-1669.487,1419.342,1514.322,-1802.974,1256.035,1141.333,-1692.596,1355.545,1080.681,-1635.9,1247.163,1281.486,-1660.23,1066.569,988.549,-1702.047,1115.116,993.824,-1622.176,1313.95,990.049,-1580.335,1391.865,1013.276,-1799.709,1442.513,1299.386,-2015.943,1431.303,1080.069,-2045.25,1400.082,918.116,-1836.903,1499.863,999.725,-1805.171,1531.901,882.808,-1666.111,1261.413,910.403,-1820.759,1163.01,0.0,-1895.865,1238.744,950.263,-1698.186,1293.428,402.196,-1843.076,1373.984,293.808,-1969.883,1221.049,51.153,-1889.205,1313.8,26.185,-1892.383,1391.855,595.887,-1858.412,1537.023,409.809,-1944.334,1476.287,187.905,-2105.527,1277.537,83.946,-1998.399,1411.581
1594.673,-1575.963,1283.777,1524.877,-1659.071,1428.986,1519.558,-1793.519,1264.723,1146.789,-1683.858,1364.893,1086.371,-1626.44,1257.157,1287.203,-1647.125,1077.897,994.717,-1689.375,1127.429,1004.709,-1613.645,1326.034,999.22,-1573.066,1404.167,1026.185,-1791.398,1451.442,1304.862,-2008.849,1437.256,1089.167,-2040.678,1405.502,924.122,-1834.716,1507.671,1006.849,-1803.862,1539.718,887.509,-1657.171,1269.089,915.813,-1812.187,1172.188,0.0,-1886.714,1248.265,956.028,-1693.38,1297.386,406.656,-1840.109,1374.404,298.384,-1967.813,1221.342,56.683,-1888.849,1313.7,26.33,-1892.371,1391.636,602.08,-1842.171,1547.252,417.342,-1924.011,1493.273,180.254,-2086.569,1302.47,80.844,-1970.787,1437.122
1599.238,-1566.468,1292.971,1530.494,-1648.7,1438.611,1524.78,-1784.047,1273.525,1152.39,-1675.095,1374.13,1093.087,-1616.897,1267.152,1293.013,-1634.359,1089.134,1001.042,-1676.801,1139.504,1015.541,-1605.257,1337.73,1008.46,-1565.948,1416.141,1038.893,-1782.906,1460.404,1310.469,-2001.424,1443.354,1098.286,-2035.717,1410.906,930.207,-1832.273,1515.338,1014.144,-1802.329,1547.67,892.34,-1648.196,1276.777,921.51,-1803.572,1181.252,0.0,-1877.628,1257.692,961.88,-1688.326,1301.338,411.549,-1837.059,1374.884,303.505,-1965.555,1221.896,62.761,-1888.409,1313.626,27.178,-1892.233,1391.619,608.471,-1826.535,1556.784,424.756,-1903.718,1509.698,172.621,-2066.206,1327.404,78.465,-1941.711,1462.917
