
Frames	Subject0005:ARIEL X	Subject0005:ARIEL Y	Subject0005:ARIEL Z		Subject0005:LFHD X	Subject0005:LFHD Y	Subject0005:LFHD Z		Subject0005:LBHD X	Subject0005:LBHD Y	Subject0005:LBHD Z		Subject0005:RFHD X	Subject0005:RFHD Y	Subject0005:RFHD Z		Subject0005:RBHD X	Subject0005:RBHD Y	Subject0005:RBHD Z		Subject0005:C7 X	Subject0005:C7 Y	Subject0005:C7 Z		Subject0005:T10 X	Subject0005:T10 Y	Subject0005:T10 Z		Subject0005:CLAV X	Subject0005:CLAV Y	Subject0005:CLAV Z		Subject0005:STRN X	Subject0005:STRN Y	Subject0005:STRN Z		Subject0005:LFSH X	Subject0005:LFSH Y	Subject0005:LFSH Z		Subject0005:LBSH X	Subject0005:LBSH Y	Subject0005:LBSH Z		Subject0005:LUPA X	Subject0005:LUPA Y	Subject0005:LUPA Z		Subject0005:LELB X	Subject0005:LELB Y	Subject0005:LELB Z		Subject0005:LIEL X	Subject0005:LIEL Y	Subject0005:LIEL Z		Subject0005:LOWR X	Subject0005:LOWR Y	Subject0005:LOWR Z		Subject0005:LIWR X	Subject0005:LIWR Y	Subject0005:LIWR Z		Subject0005:LWRE X	Subject0005:LWRE Y	Subject0005:LWRE Z		Subject0005:LIHAND X	Subject0005:LIHAND Y	Subject0005:LIHAND Z		Subject0005:LOHAND X	Subject0005:LOHAND Y	Subject0005:LOHAND Z		Subject0005:RFSH X	Subject0005:RFSH Y	Subject0005:RFSH Z		Subject0005:RBSH X	Subject0005:RBSH Y	Subject0005:RBSH Z		Subject0005:RUPA X	Subject0005:RUPA Y	Subject0005:RUPA Z		Subject0005:RELB X	Subject0005:RELB Y	Subject0005:RELB Z		Subject0005:RIEL X	Subject0005:RIEL Y	Subject0005:RIEL Z		Subject0005:ROWR X	Subject0005:ROWR Y	Subject0005:ROWR Z		Subject0005:RIWR X	Subject0005:RIWR Y	Subject0005:RIWR Z		Subject0005:RWRE X	Subject0005:RWRE Y	Subject0005:RWRE Z		Subject0005:RIHAND X	Subject0005:RIHAND Y	Subject0005:RIHAND Z		Subject0005:ROHAND X	Subject0005:ROHAND Y	Subject0005:ROHAND Z		Subject0005:LFWT X	Subject0005:LFWT Y	Subject0005:LFWT Z		Subject0005:LMWT X	Subject0005:LMWT Y	Subject0005:LMWT Z		Subject0005:LBWT X	Subject0005:LBWT Y	Subject0005:LBWT Z		Subject0005:RFWT X	Subject0005:RFWT Y	Subject0005:RFWT Z		Subject0005:RMWT X	Subject0005:RMWT Y	Subject0005:RMWT Z		Subject0005:RBWT X	Subject0005:RBWT Y	Subject0005:RBWT Z		Subject0005:LHIP X	Subject0005:LHIP Y	Subject0005:LHIP Z		Subject0005:LKNE X	Subject0005:LKNE Y	Subject0005:LKNE Z		Subject0005:LKNI X	Subject0005:LKNI Y	Subject0005:LKNI Z		Subject0005:LSHN X	Subject0005:LSHN Y	Subject0005:LSHN Z		Subject0005:LANK X	Subject0005:LANK Y	Subject0005:LANK Z		Subject0005:LHEL X	Subject0005:LHEL Y	Subject0005:LHEL Z		Subject0005:LMT5 X	Subject0005:LMT5 Y	Subject0005:LMT5 Z		Subject0005:LMT1 X	Subject0005:LMT1 Y	Subject0005:LMT1 Z		Subject0005:LTOE X	Subject0005:LTOE Y	Subject0005:LTOE Z		Subject0005:RHIP X	Subject0005:RHIP Y	Subject0005:RHIP Z		Subject0005:RKNE X	Subject0005:RKNE Y	Subject0005:RKNE Z		Subject0005:RKNI X	Subject0005:RKNI Y	Subject0005:RKNI Z		Subject0005:RSHN X	Subject0005:RSHN Y	Subject0005:RSHN Z		Subject0005:RANK X	Subject0005:RANK Y	Subject0005:RANK Z		Subject0005:RHEL X	Subject0005:RHEL Y	Subject0005:RHEL Z		Subject0005:RMT5 X	Subject0005:RMT5 Y	Subject0005:RMT5 Z		Subject0005:RMT1 X	Subject0005:RMT1 Y	Subject0005:RMT1 Z		Subject0005:RTOE X	Subject0005:RTOE Y	Subject0005:RTOE Z	
 839	    2138.627	    1634.680	    -241.476		    2233.974	    1589.382	    -246.262		    2255.602	    1616.089	    -356.893		    2075.691	    1560.753	    -296.132		    2106.448	    1581.103	    -396.917		    2197.957	    1454.863	    -493.555		    2224.291	    1255.920	    -602.417		    2205.198	    1329.580	    -363.829		    2213.194	    1164.953	    -378.792		    2327.288	    1344.323	    -379.863		    2333.159	    1412.784	    -536.887		    2462.599	    1256.966	    -552.671		    2495.194	    1151.347	    -559.685		    2425.472	    1140.384	    -591.181		    2530.169	     929.484	    -570.404		    2472.707	     915.730	    -505.987		    2519.362	    1011.934	    -558.772		    2512.425	     835.194	    -514.528		    2537.439	     845.603	    -570.015		    2069.113	    1325.227	    -394.936		    2085.956	    1384.814	    -552.146		    1978.507	    1237.341	    -566.252		    1961.470	    1103.614	    -578.515		    2033.781	    1105.688	    -617.651		    1982.911	     876.106	    -608.418		    2013.852	     866.219	    -534.324		    1963.502	     971.298	    -573.217		    2005.941	     812.445	    -548.960		    1993.293	     798.629	    -618.041		    2351.009	    1027.542	    -451.711		    2220.648	    1000.075	    -397.541		    2336.418	    1053.892	    -629.464		    2113.806	    1008.870	    -468.222		    2230.390	    1049.028	    -645.679		    2143.350	    1044.057	    -636.585		    2411.704	     726.465	    -419.811		    2440.870	     541.819	    -456.093		    2338.184	     500.060	    -437.999		    2470.709	     431.753	    -551.753		    2489.410	     174.376	    -612.944		    2458.639	     129.676	    -685.622		    2507.875	      71.652	    -491.705		    2414.318	      87.256	    -512.335		    2469.020	      74.833	    -460.605		    2115.364	     666.973	    -554.006		    2143.853	     509.591	    -458.217		    2240.355	     505.656	    -425.475		    2174.190	     321.384	    -487.975		    2199.410	     141.055	    -597.211		    2269.719	      98.907	    -657.173		    2178.164	      99.547	    -446.301		    2249.416	     119.995	    -457.304		    2228.208	     108.632	    -401.138	
 840	    2140.616	    1630.839	    -237.760		    2235.959	    1585.383	    -241.921		    2257.934	    1611.452	    -352.674		    2077.749	    1556.716	    -292.133		    2108.786	    1576.495	    -392.962		    2200.304	    1450.681	    -488.536		    2226.557	    1252.547	    -598.705		    2207.148	    1324.535	    -359.559		    2214.711	    1160.038	    -375.823		    2329.209	    1339.198	    -375.185		    2335.597	    1408.721	    -531.695		    2465.067	    1252.681	    -547.669		    2497.703	    1147.091	    -555.006		    2428.173	    1136.276	    -586.908		    2533.083	     925.331	    -566.935		    2475.131	     911.190	    -503.003		    2522.071	    1007.723	    -554.871		    2514.971	     830.740	    -511.621		    2540.410	     841.387	    -566.897		    2071.134	    1320.554	    -390.904		    2088.092	    1381.185	    -547.703		    1980.435	    1233.516	    -562.410		    1963.312	    1099.945	    -575.441		    2035.802	    1101.975	    -614.267		    1984.095	     872.501	    -606.529		    2014.231	     862.136	    -532.324		    1964.797	     967.616	    -570.924		    2006.031	     808.460	    -547.134		    1994.091	     795.049	    -616.393		    2352.079	    1023.052	    -449.130		    2221.330	     995.608	    -395.802		    2338.669	    1050.388	    -627.024		    2115.087	    1005.098	    -467.062		    2232.787	    1045.660	    -643.951		    2145.620	    1040.833	    -635.375		    2413.674	     723.467	    -416.992		    2442.587	     538.730	    -452.537		    2340.260	     496.836	    -433.152		    2472.015	     427.850	    -547.169		    2491.545	     170.078	    -605.172		    2461.504	     121.321	    -675.526		    2512.106	      76.082	    -478.539		    2418.052	      87.726	    -499.946		    2473.252	      80.179	    -447.487		    2117.442	     663.860	    -552.469		    2145.025	     506.787	    -454.694		    2241.417	     503.635	    -421.596		    2176.457	     317.903	    -480.291		    2202.035	     134.856	    -585.366		    2273.377	      91.272	    -643.322		    2182.333	      99.448	    -432.228		    2253.209	     120.414	    -444.266		    2232.427	     110.944	    -387.555	
 841	    2142.668	    1626.344	    -234.062		    2237.926	    1580.723	    -237.643		    2260.341	    1606.071	    -348.459		    2079.790	    1552.042	    -288.253		    2111.295	    1571.148	    -389.069		    2202.661	    1445.738	    -483.418		    2228.907	    1248.351	    -594.847		    2209.080	    1318.770	    -355.215		    2216.208	    1154.337	    -372.710		    2331.129	    1333.354	    -370.488		    2338.076	    1403.867	    -526.495		    2467.511	    1247.604	    -542.641		    2500.141	    1142.078	    -550.374		    2430.786	    1131.397	    -582.645		    2536.033	     920.405	    -563.499		    2477.861	     905.946	    -499.911		    2524.758	    1002.746	    -551.008		    2517.833	     825.582	    -508.688		    2543.521	     836.450	    -563.804		    2073.176	    1315.190	    -386.779		    2090.319	    1376.792	    -543.149		    1982.360	    1229.031	    -558.535		    1965.068	    1095.615	    -572.226		    2037.735	    1097.553	    -610.833		    1985.070	     868.218	    -604.497		    2014.547	     857.341	    -530.112		    1965.918	     963.244	    -568.434		    2006.201	     803.815	    -545.313		    1994.673	     790.815	    -614.717		    2353.165	    1017.849	    -446.404		    2221.929	     990.417	    -394.125		    2340.942	    1046.262	    -624.578		    2116.251	    1000.596	    -465.953		    2235.190	    1041.638	    -642.194		    2148.008	    1036.870	    -634.165		    2415.761	     719.575	    -414.586		    2444.367	     534.923	    -449.000		    2342.284	     492.879	    -428.353		    2473.820	     423.124	    -542.237		    2494.178	     165.085	    -596.800		    2465.104	     112.212	    -664.545		    2516.780	      80.700	    -465.081		    2422.309	      88.002	    -487.048		    2477.894	      85.724	    -434.114		    2119.230	     660.004	    -550.893		    2146.182	     503.334	    -450.977		    2242.534	     501.026	    -417.662		    2178.806	     313.927	    -472.614		    2205.087	     128.702	    -573.262		    2276.765	      83.455	    -629.638		    2186.439	      99.516	    -418.447		    2256.869	     120.394	    -431.698		    2236.692	     112.864	    -374.418	
 842	    2144.779	    1621.236	    -230.442		    2239.912	    1575.370	    -233.395		    2262.764	    1599.981	    -344.287		    2081.922	    1546.662	    -284.345		    2113.800	    1565.068	    -385.174		    2205.083	    1440.075	    -478.355		    2231.296	    1243.428	    -590.950		    2211.085	    1312.291	    -350.816		    2217.648	    1147.925	    -369.521		    2333.098	    1326.703	    -365.670		    2340.608	    1398.297	    -521.230		    2469.931	    1241.747	    -537.688		    2502.604	    1136.275	    -545.795		    2433.290	    1125.674	    -578.223		    2538.995	     914.754	    -560.118		    2480.713	     899.859	    -496.735		    2527.466	     997.020	    -547.209		    2520.629	     819.553	    -505.806		    2546.792	     830.802	    -560.758		    2075.203	    1309.117	    -382.552		    2092.655	    1371.648	    -538.588		    1984.274	    1223.857	    -554.572		    1966.785	    1090.600	    -568.927		    2039.518	    1092.459	    -607.350		    1985.887	     863.230	    -602.342		    2014.777	     851.836	    -527.874		    1966.919	     958.243	    -565.850		    2006.136	     798.426	    -543.422		    1995.038	     785.907	    -612.954		    2354.114	    1011.777	    -443.920		    2222.501	     984.447	    -392.492		    2343.310	    1041.443	    -622.090		    2117.295	     995.253	    -465.161		    2237.645	    1036.987	    -640.441		    2150.444	    1032.264	    -632.964		    2417.871	     714.879	    -412.441		    2446.171	     530.344	    -445.255		    2344.220	     488.194	    -423.653		    2476.037	     417.574	    -536.978		    2497.427	     159.765	    -587.587		    2469.594	     102.605	    -652.728		    2521.896	      85.026	    -451.574		    2427.112	      88.013	    -473.561		    2482.604	      90.574	    -421.085		    2120.777	     655.211	    -549.445		    2147.340	     499.270	    -447.031		    2243.745	     497.869	    -413.417		    2181.203	     309.518	    -464.728		    2208.082	     122.427	    -561.297		    2279.994	      75.760	    -616.259		    2189.907	      98.580	    -405.485		    2259.980	     119.563	    -419.563		    2240.183	     113.611	    -361.918	
 843	    2146.874	    1615.406	    -226.860		    2241.964	    1569.352	    -229.238		    2265.268	    1593.215	    -340.178		    2084.087	    1540.604	    -280.535		    2116.392	    1558.330	    -381.364		    2207.568	    1433.639	    -473.203		    2233.717	    1237.731	    -586.959		    2213.020	    1305.024	    -346.301		    2219.095	    1140.719	    -366.327		    2335.095	    1319.324	    -360.827		    2343.160	    1391.930	    -515.907		    2472.398	    1235.085	    -532.817		    2505.057	    1129.677	    -541.298		    2435.733	    1119.114	    -573.750		    2542.018	     908.358	    -556.769		    2483.725	     892.949	    -493.519		    2530.251	     990.492	    -543.428		    2524.025	     812.899	    -502.879		    2550.190	     824.462	    -557.760		    2077.230	    1302.380	    -378.299		    2095.047	    1365.789	    -533.997		    1986.201	    1218.033	    -550.615		    1968.336	    1084.901	    -565.545		    2041.146	    1086.570	    -603.785		    1986.501	     857.609	    -600.016		    2014.989	     845.683	    -525.520		    1967.829	     952.519	    -563.148		    2006.085	     792.355	    -541.423		    1995.232	     780.349	    -611.089		    2355.092	    1004.904	    -441.575		    2223.097	     977.656	    -391.020		    2345.678	    1036.007	    -619.601		    2118.448	     989.125	    -464.622		    2240.493	    1032.127	    -639.999		    2152.845	    1027.028	    -631.714		    2419.990	     709.518	    -410.319		    2447.843	     525.123	    -441.314		    2345.924	     482.962	    -419.044		    2478.515	     411.317	    -531.343		    2501.181	     153.549	    -578.018		    2474.838	      92.833	    -640.256		    2527.517	      88.861	    -437.972		    2432.413	      87.144	    -460.174		    2487.998	      94.778	    -408.061		    2121.948	     649.633	    -547.812		    2148.513	     494.703	    -442.678		    2244.960	     494.137	    -408.853		    2183.475	     304.775	    -456.693		    2210.899	     116.124	    -549.584		    2282.954	      68.296	    -603.436		    2192.465	      96.406	    -393.386		    2262.620	     117.797	    -407.878		    2242.562	     112.825	    -350.158	
 844	    2149.044	    1608.941	    -223.424		    2244.033	    1562.697	    -225.108		    2267.810	    1585.744	    -336.099		    2086.306	    1533.912	    -276.843		    2119.020	    1550.925	    -377.660		    2210.111	    1426.440	    -468.053		    2236.110	    1231.293	    -582.871		    2214.969	    1296.992	    -341.741		    2220.502	    1132.740	    -363.073		    2337.099	    1311.134	    -355.927		    2345.755	    1384.754	    -510.576		    2474.852	    1227.673	    -527.960		    2507.516	    1122.319	    -536.853		    2438.197	    1111.772	    -569.327		    2545.040	     901.208	    -553.430		    2486.958	     885.310	    -490.159		    2533.058	     983.208	    -539.665		    2527.661	     805.482	    -499.860		    2553.761	     817.432	    -554.740		    2079.276	    1294.913	    -373.989		    2097.539	    1359.141	    -529.346		    1988.150	    1211.535	    -546.626		    1969.919	    1078.566	    -562.018		    2042.670	    1080.018	    -600.260		    1986.879	     851.307	    -597.641		    2015.114	     838.796	    -523.194		    1968.643	     946.141	    -560.260		    2005.995	     785.578	    -539.441		    1995.223	     774.082	    -609.170		    2356.062	     997.236	    -439.399		    2223.799	     969.971	    -389.653		    2348.022	    1029.856	    -617.152		    2119.589	     982.225	    -463.708		    2242.959	    1026.294	    -638.381		    2155.193	    1021.264	    -630.500		    2422.306	     703.374	    -408.257		    2449.275	     519.347	    -437.230		    2347.418	     477.106	    -414.471		    2481.160	     404.578	    -525.440		    2505.358	     146.988	    -567.826		    2480.621	      83.094	    -627.395		    2533.414	      91.094	    -424.732		    2438.088	      85.330	    -446.693		    2493.665	      97.474	    -395.102		    2122.944	     643.374	    -545.862		    2149.766	     489.769	    -437.880		    2246.192	     489.923	    -403.760		    2185.605	     299.757	    -448.781		    2213.085	     109.789	    -538.820		    2285.494	      61.042	    -591.457		    2194.305	      93.685	    -381.566		    2264.458	     114.555	    -396.987		    2244.264	     110.747	    -339.097	
 845	    2151.303	    1601.828	    -219.949		    2246.167	    1555.357	    -221.071		    2270.404	    1577.556	    -332.154		    2088.570	    1526.603	    -273.147		    2121.638	    1542.747	    -373.979		    2212.669	    1418.452	    -462.801		    2238.548	    1224.085	    -578.819		    2216.917	    1288.148	    -337.103		    2221.929	    1123.972	    -359.770		    2339.144	    1302.162	    -350.926		    2348.356	    1376.735	    -505.262		    2477.277	    1219.400	    -523.134		    2509.994	    1114.165	    -532.430		    2440.684	    1103.585	    -564.891		    2548.154	     893.337	    -550.078		    2490.388	     876.912	    -486.764		    2535.934	     975.160	    -535.905		    2531.260	     797.275	    -496.888		    2557.391	     809.662	    -551.708		    2081.313	    1286.716	    -369.581		    2100.139	    1352.243	    -524.953		    1990.141	    1204.264	    -542.561		    1971.303	    1071.450	    -558.432		    2044.118	    1072.741	    -596.679		    1987.017	     844.375	    -595.227		    2015.177	     831.242	    -520.792		    1969.403	     939.073	    -557.250		    2005.837	     778.149	    -537.368		    1995.036	     767.121	    -607.191		    2356.993	     988.733	    -437.518		    2224.660	     961.380	    -388.375		    2350.274	    1023.016	    -614.857		    2120.822	     974.508	    -462.884		    2245.283	    1019.793	    -636.810		    2157.491	    1014.885	    -629.303		    2423.746	     696.887	    -406.271		    2450.598	     513.063	    -432.860		    2348.725	     470.784	    -409.982		    2483.811	     397.451	    -519.175		    2510.149	     139.998	    -557.160		    2486.872	      73.531	    -614.381		    2539.350	      91.487	    -412.146		    2443.998	      82.727	    -432.811		    2499.559	      98.227	    -382.570		    2124.127	     636.435	    -543.566		    2151.111	     484.444	    -432.764		    2247.442	     485.163	    -398.228		    2187.338	     294.436	    -441.186		    2214.859	     103.364	    -528.896		    2287.535	      53.725	    -580.416		    2195.529	      89.906	    -371.141		    2265.827	     110.620	    -386.633		    2245.418	     107.494	    -328.839	
 846	    2153.625	    1594.073	    -216.824		    2248.333	    1547.342	    -217.175		    2273.061	    1568.578	    -328.327		    2090.845	    1518.600	    -269.571		    2124.392	    1533.833	    -370.459		    2215.241	    1409.680	    -457.528		    2240.911	    1216.158	    -574.726		    2218.927	    1278.520	    -332.444		    2223.407	    1114.421	    -356.407		    2341.176	    1292.380	    -345.914		    2350.931	    1367.938	    -499.867		    2479.739	    1210.371	    -518.319		    2512.491	    1105.225	    -528.033		    2443.162	    1094.601	    -560.428		    2551.319	     884.713	    -546.673		    2493.753	     867.719	    -483.292		    2538.830	     966.342	    -532.118		    2535.234	     788.429	    -493.735		    2561.152	     801.171	    -548.600		    2083.327	    1277.755	    -365.222		    2102.713	    1344.143	    -520.175		    1992.117	    1196.330	    -538.472		    1972.718	    1063.684	    -554.781		    2045.525	    1064.739	    -593.007		    1987.030	     836.731	    -592.834		    2015.138	     822.985	    -518.393		    1970.042	     931.332	    -554.304		    2005.516	     770.051	    -535.327		    1994.698	     759.472	    -605.180		    2358.210	     979.658	    -435.476		    2225.572	     951.920	    -387.235		    2352.425	    1015.390	    -612.759		    2122.140	     966.032	    -462.197		    2247.511	    1012.579	    -635.367		    2159.665	    1007.881	    -628.140		    2425.265	     689.916	    -404.014		    2451.755	     506.340	    -428.201		    2349.895	     463.936	    -405.506		    2486.398	     389.988	    -512.528		    2515.315	     132.572	    -546.201		    2493.386	      63.980	    -601.292		    2545.248	      90.469	    -399.766		    2449.946	      79.430	    -419.426		    2505.551	      97.474	    -370.149		    2125.605	     628.966	    -540.772		    2152.642	     478.760	    -427.293		    2248.760	     479.822	    -392.317		    2188.605	     288.734	    -434.081		    2216.467	      96.865	    -519.567		    2289.138	      46.358	    -570.337		    2196.128	      85.262	    -361.778		    2266.592	     105.799	    -377.082		    2245.893	     103.019	    -319.349	
 847	    2156.014	    1585.682	    -213.901		    2250.591	    1538.678	    -213.438		    2275.800	    1558.764	    -324.700		    2093.181	    1509.935	    -266.199		    2127.144	    1524.123	    -367.056		    2217.843	    1400.183	    -452.197		    2243.263	    1207.504	    -570.834		    2220.876	    1268.073	    -327.876		    2224.905	    1104.086	    -353.086		    2343.192	    1281.764	    -340.954		    2353.524	    1358.361	    -494.458		    2482.177	    1200.578	    -513.519		    2515.050	    1095.559	    -523.587		    2445.726	    1084.870	    -556.066		    2554.540	     875.337	    -543.232		    2497.259	     857.814	    -479.713		    2541.762	     956.789	    -528.285		    2539.618	     779.008	    -490.368		    2564.942	     791.944	    -545.404		    2085.406	    1268.033	    -360.788		    2105.189	    1335.230	    -515.347		    1994.154	    1187.729	    -534.370		    1973.987	    1055.154	    -551.142		    2046.875	    1056.018	    -589.362		    1987.045	     828.315	    -590.413		    2015.024	     814.038	    -516.088		    1970.603	     922.857	    -551.292		    2005.079	     761.262	    -533.267		    1994.235	     751.114	    -603.191		    2359.406	     969.845	    -433.721		    2226.688	     941.758	    -386.087		    2354.444	    1007.039	    -610.885		    2123.609	     957.012	    -461.100		    2249.627	    1004.587	    -633.998		    2161.724	    1000.120	    -626.979		    2426.450	     682.448	    -401.657		    2452.768	     499.305	    -423.143		    2351.063	     456.605	    -400.982		    2489.114	     382.327	    -505.644		    2520.699	     124.969	    -535.091		    2500.312	      54.402	    -588.088		    2550.653	      88.915	    -387.214		    2455.438	      76.000	    -406.454		    2510.929	      96.195	    -357.804		    2127.511	     621.108	    -537.653		    2154.276	     472.603	    -421.638		    2250.037	     473.926	    -386.122		    2189.475	     282.558	    -427.356		    2217.637	      90.062	    -511.392		    2290.493	      38.950	    -561.419		    2196.074	      79.766	    -353.392		    2266.703	     100.012	    -368.450		    2245.574	      97.360	    -310.810	
 848	    2158.497	    1576.618	    -211.212		    2252.890	    1529.281	    -209.910		    2278.593	    1548.104	    -321.242		    2095.572	    1500.532	    -262.875		    2129.975	    1513.547	    -363.778		    2220.440	    1389.883	    -446.923		    2245.546	    1198.145	    -567.070		    2222.879	    1256.823	    -323.366		    2226.413	    1092.983	    -349.837		    2345.208	    1270.366	    -335.956		    2356.124	    1348.105	    -489.088		    2484.673	    1190.052	    -508.641		    2517.640	    1085.122	    -519.136		    2448.374	    1074.384	    -551.685		    2557.781	     865.226	    -539.729		    2500.744	     847.204	    -476.088		    2544.775	     946.478	    -524.385		    2543.998	     768.840	    -487.012		    2568.758	     781.973	    -542.145		    2087.500	    1257.543	    -356.378		    2107.693	    1325.649	    -510.467		    1996.173	    1178.315	    -530.145		    1975.312	    1045.957	    -547.516		    2048.173	    1046.583	    -585.663		    1986.938	     819.224	    -587.984		    2014.743	     804.364	    -513.735		    1971.108	     913.688	    -548.271		    2004.479	     751.743	    -531.222		    1993.620	     742.056	    -601.177		    2360.665	     959.350	    -432.099		    2227.905	     930.936	    -384.968		    2356.403	     997.992	    -609.267		    2125.095	     947.194	    -460.332		    2251.604	     995.784	    -632.568		    2163.696	     991.536	    -625.809		    2427.358	     674.670	    -399.043		    2453.642	     491.855	    -417.566		    2352.157	     448.789	    -396.199		    2492.093	     374.441	    -498.459		    2526.236	     117.193	    -523.904		    2507.492	      44.937	    -574.980		    2555.186	      86.602	    -374.725		    2460.285	      71.910	    -394.249		    2515.175	      94.073	    -345.764		    2129.659	     612.766	    -534.332		    2155.697	     465.886	    -415.763		    2251.262	     467.446	    -379.706		    2190.133	     275.825	    -421.027		    2218.516	      82.969	    -504.495		    2291.655	      31.351	    -553.672		    2195.473	      72.548	    -347.184		    2266.414	      93.309	    -360.787		    2244.608	      90.702	    -303.333	
 849	    2161.157	    1566.859	    -208.799		    2255.305	    1519.180	    -206.532		    2281.518	    1536.557	    -318.005		    2098.048	    1490.481	    -259.806		    2132.909	    1502.116	    -360.721		    2223.049	    1378.896	    -441.706		    2247.725	    1188.081	    -563.417		    2224.871	    1244.803	    -318.923		    2227.955	    1081.068	    -346.708		    2347.211	    1258.180	    -331.091		    2358.701	    1337.093	    -483.734		    2487.212	    1178.776	    -503.773		    2520.284	    1073.954	    -514.630		    2451.123	    1063.163	    -547.284		    2561.047	     854.348	    -536.148		    2504.184	     835.848	    -472.481		    2547.802	     935.399	    -520.429		    2548.117	     757.842	    -483.583		    2572.662	     771.239	    -538.749		    2089.666	    1246.229	    -351.972		    2110.141	    1315.301	    -505.667		    1998.148	    1168.194	    -525.901		    1976.630	    1036.035	    -543.813		    2049.507	    1036.414	    -582.029		    1986.717	     809.430	    -585.585		    2014.297	     793.969	    -511.464		    1971.495	     903.795	    -545.334		    2003.694	     741.546	    -529.244		    1992.865	     732.292	    -599.268		    2362.163	     948.204	    -430.386		    2229.228	     919.461	    -383.809		    2358.265	     988.216	    -607.744		    2126.691	     936.726	    -459.314		    2253.453	     986.200	    -630.976		    2165.564	     982.093	    -624.553		    2427.877	     666.432	    -396.188		    2454.712	     483.992	    -411.316		    2353.154	     440.429	    -390.934		    2495.434	     366.399	    -490.922		    2531.854	     109.188	    -512.867		    2514.557	      35.603	    -562.562		    2559.068	      82.306	    -362.577		    2464.722	      66.035	    -383.063		    2518.674	      90.090	    -334.248		    2131.855	     603.757	    -530.703		    2156.891	     458.409	    -409.759		    2252.239	     460.215	    -373.337		    2190.676	     268.360	    -414.986		    2219.492	      75.658	    -498.293		    2292.634	      23.848	    -547.514		    2194.442	      65.429	    -341.428		    2265.964	      85.504	    -354.027		    2243.713	      82.403	    -296.858	
 850	    2163.872	    1556.505	    -206.631		    2257.918	    1508.437	    -203.226		    2284.543	    1524.192	    -314.955		    2100.585	    1479.729	    -256.935		    2135.910	    1489.877	    -357.769		    2225.623	    1367.198	    -436.711		    2249.832	    1177.196	    -559.817		    2226.885	    1231.812	    -315.483		    2229.658	    1068.473	    -343.656		    2349.119	    1245.239	    -326.463		    2361.317	    1325.254	    -478.444		    2489.799	    1166.730	    -498.892		    2523.044	    1062.004	    -510.111		    2453.988	    1051.209	    -542.997		    2564.375	     842.715	    -532.514		    2507.618	     823.731	    -468.839		    2550.901	     923.574	    -516.447		    2552.165	     746.093	    -480.092		    2576.545	     759.735	    -535.267		    2091.884	    1234.139	    -347.641		    2112.493	    1304.200	    -500.930		    2000.065	    1157.283	    -521.653		    1977.933	    1025.419	    -540.175		    2050.715	    1025.471	    -578.336		    1986.358	     798.953	    -583.272		    2013.691	     782.879	    -509.207		    1971.791	     893.214	    -542.522		    2002.714	     730.615	    -527.241		    1991.971	     721.828	    -597.393		    2363.686	     936.301	    -428.873		    2230.849	     907.484	    -382.552		    2360.078	     977.790	    -606.270		    2128.346	     925.445	    -458.165		    2255.212	     975.807	    -629.306		    2167.336	     971.731	    -623.057		    2428.150	     657.774	    -393.106		    2455.891	     475.792	    -404.301		    2354.302	     431.723	    -385.037		    2499.097	     358.242	    -482.718		    2537.471	     100.959	    -502.118		    2521.500	      26.643	    -551.275		    2562.386	      75.704	    -351.037		    2468.390	      59.350	    -372.910		    2521.653	      83.798	    -323.365		    2134.093	     593.955	    -526.910		    2157.950	     450.354	    -403.708		    2253.008	     452.204	    -367.167		    2191.306	     260.183	    -409.306		    2220.313	      68.181	    -493.593		    2294.631	      18.708	    -546.150		    2193.866	      56.573	    -336.655		    2265.773	      76.129	    -348.329		    2242.966	      72.173	    -291.455	
