
Frames	Subject0005:ARIEL X	Subject0005:ARIEL Y	Subject0005:ARIEL Z		Subject0005:LFHD X	Subject0005:LFHD Y	Subject0005:LFHD Z		Subject0005:LBHD X	Subject0005:LBHD Y	Subject0005:LBHD Z		Subject0005:RFHD X	Subject0005:RFHD Y	Subject0005:RFHD Z		Subject0005:RBHD X	Subject0005:RBHD Y	Subject0005:RBHD Z		Subject0005:C7 X	Subject0005:C7 Y	Subject0005:C7 Z		Subject0005:T10 X	Subject0005:T10 Y	Subject0005:T10 Z		Subject0005:CLAV X	Subject0005:CLAV Y	Subject0005:CLAV Z		Subject0005:STRN X	Subject0005:STRN Y	Subject0005:STRN Z		Subject0005:LFSH X	Subject0005:LFSH Y	Subject0005:LFSH Z		Subject0005:LBSH X	Subject0005:LBSH Y	Subject0005:LBSH Z		Subject0005:LUPA X	Subject0005:LUPA Y	Subject0005:LUPA Z		Subject0005:LELB X	Subject0005:LELB Y	Subject0005:LELB Z		Subject0005:LIEL X	Subject0005:LIEL Y	Subject0005:LIEL Z		Subject0005:LOWR X	Subject0005:LOWR Y	Subject0005:LOWR Z		Subject0005:LIWR X	Subject0005:LIWR Y	Subject0005:LIWR Z		Subject0005:LWRE X	Subject0005:LWRE Y	Subject0005:LWRE Z		Subject0005:LIHAND X	Subject0005:LIHAND Y	Subject0005:LIHAND Z		Subject0005:LOHAND X	Subject0005:LOHAND Y	Subject0005:LOHAND Z		Subject0005:RFSH X	Subject0005:RFSH Y	Subject0005:RFSH Z		Subject0005:RBSH X	Subject0005:RBSH Y	Subject0005:RBSH Z		Subject0005:RUPA X	Subject0005:RUPA Y	Subject0005:RUPA Z		Subject0005:RELB X	Subject0005:RELB Y	Subject0005:RELB Z		Subject0005:RIEL X	Subject0005:RIEL Y	Subject0005:RIEL Z		Subject0005:ROWR X	Subject0005:ROWR Y	Subject0005:ROWR Z		Subject0005:RIWR X	Subject0005:RIWR Y	Subject0005:RIWR Z		Subject0005:RWRE X	Subject0005:RWRE Y	Subject0005:RWRE Z		Subject0005:RIHAND X	Subject0005:RIHAND Y	Subject0005:RIHAND Z		Subject0005:ROHAND X	Subject0005:ROHAND Y	Subject0005:ROHAND Z		Subject0005:LFWT X	Subject0005:LFWT Y	Subject0005:LFWT Z		Subject0005:LMWT X	Subject0005:LMWT Y	Subject0005:LMWT Z		Subject0005:LBWT X	Subject0005:LBWT Y	Subject0005:LBWT Z		Subject0005:RFWT X	Subject0005:RFWT Y	Subject0005:RFWT Z		Subject0005:RMWT X	Subject0005:RMWT Y	Subject0005:RMWT Z		Subject0005:RBWT X	Subject0005:RBWT Y	Subject0005:RBWT Z		Subject0005:LHIP X	Subject0005:LHIP Y	Subject0005:LHIP Z		Subject0005:LKNE X	Subject0005:LKNE Y	Subject0005:LKNE Z		Subject0005:LKNI X	Subject0005:LKNI Y	Subject0005:LKNI Z		Subject0005:LSHN X	Subject0005:LSHN Y	Subject0005:LSHN Z		Subject0005:LANK X	Subject0005:LANK Y	Subject0005:LANK Z		Subject0005:LHEL X	Subject0005:LHEL Y	Subject0005:LHEL Z		Subject0005:LMT5 X	Subject0005:LMT5 Y	Subject0005:LMT5 Z		Subject0005:LMT1 X	Subject0005:LMT1 Y	Subject0005:LMT1 Z		Subject0005:LTOE X	Subject0005:LTOE Y	Subject0005:LTOE Z		Subject0005:RHIP X	Subject0005:RHIP Y	Subject0005:RHIP Z		Subject0005:RKNE X	Subject0005:RKNE Y	Subject0005:RKNE Z		Subject0005:RKNI X	Subject0005:RKNI Y	Subject0005:RKNI Z		Subject0005:RSHN X	Subject0005:RSHN Y	Subject0005:RSHN Z		Subject0005:RANK X	Subject0005:RANK Y	Subject0005:RANK Z		Subject0005:RHEL X	Subject0005:RHEL Y	Subject0005:RHEL Z		Subject0005:RMT5 X	Subject0005:RMT5 Y	Subject0005:RMT5 Z		Subject0005:RMT1 X	Subject0005:RMT1 Y	Subject0005:RMT1 Z		Subject0005:RTOE X	Subject0005:RTOE Y	Subject0005:RTOE Z	
 803	      20.248	    1626.761	    -333.169		     106.035	    1564.591	    -335.757		     109.830	    1554.848	    -451.313		     -61.539	    1553.802	    -354.675		     -47.693	    1538.204	    -459.607		      19.976	    1369.456	    -530.311		      26.080	    1144.296	    -553.245		      30.029	    1291.362	    -362.327		      25.464	    1131.269	    -313.407		     155.664	    1294.704	    -400.021		     132.574	    1302.353	    -568.082		     248.320	    1157.147	    -587.267		     320.738	    1083.345	    -597.284		     288.284	    1035.269	    -541.605		     519.274	    1071.460	    -502.600		     495.785	    1153.165	    -489.512		     450.627	    1080.435	    -544.537		     567.490	    1154.081	    -532.441		     592.215	    1099.055	    -511.974		    -112.468	    1291.041	    -402.995		     -86.666	    1288.480	    -564.294		    -205.559	    1164.393	    -560.559		    -284.954	    1078.554	    -557.169		    -245.794	    1017.588	    -510.461		    -455.210	    1086.915	    -416.589		    -433.768	    1163.333	    -422.827		    -388.628	    1095.870	    -485.665		    -482.880	    1164.489	    -439.342		    -526.612	    1112.114	    -412.430		     153.159	     955.481	    -336.050		      25.695	     951.741	    -271.621		     122.722	     944.494	    -513.200		     -87.742	     947.567	    -331.825		      15.214	     944.167	    -519.932		     -71.013	     944.501	    -505.076		     180.528	     632.862	    -276.098		     177.226	     447.464	    -295.000		      64.818	     422.391	    -269.255		     191.204	     350.258	    -397.934		     165.844	     112.063	    -498.145		     138.181	      75.760	    -572.858		     166.739	      33.413	    -367.951		       0.000	       0.000	       0.000		       0.000	       0.000	       0.000		     -91.335	     582.584	    -381.120		     -45.598	     425.230	    -290.040		       0.000	       0.000	       0.000		     -19.230	     242.584	    -353.811		     -17.393	      99.638	    -468.799		      -1.585	      88.759	    -569.634		       8.751	      57.762	    -371.570		       0.000	       0.000	       0.000		      36.084	      46.519	    -334.562	
 804	      20.296	    1613.630	    -335.466		     106.383	    1551.387	    -336.320		     109.945	    1539.146	    -452.407		     -61.346	    1540.067	    -355.784		     -47.339	    1522.333	    -460.438		      20.183	    1353.903	    -528.209		      26.433	    1128.634	    -553.103		      30.119	    1275.125	    -360.387		      25.337	    1114.372	    -313.261		     155.770	    1278.618	    -397.571		     133.726	    1286.877	    -565.926		     252.564	    1141.524	    -582.830		     327.089	    1070.459	    -591.572		     295.361	    1021.896	    -536.179		     521.962	    1073.811	    -491.991		     492.825	    1152.447	    -477.083		     454.106	    1076.477	    -533.469		     566.518	    1160.491	    -517.997		     594.202	    1106.227	    -496.061		    -112.033	    1275.148	    -400.958		     -87.403	    1273.165	    -562.266		    -209.768	    1148.831	    -555.144		    -291.781	    1066.795	    -549.166		    -254.171	    1005.605	    -501.965		    -455.392	    1090.314	    -402.718		    -427.880	    1165.254	    -409.891		    -390.402	    1092.910	    -474.013		    -477.686	    1170.478	    -423.824		    -524.022	    1121.685	    -394.765		     153.458	     938.868	    -336.708		      25.294	     934.987	    -273.161		     123.107	     927.649	    -514.763		     -88.115	     930.891	    -333.454		      15.453	     927.458	    -521.557		     -70.902	     927.868	    -507.209		     180.879	     618.312	    -273.810		     177.538	     432.559	    -289.683		      65.108	     408.367	    -264.175		     192.940	     337.695	    -393.166		     169.419	     106.200	    -502.321		     144.208	      66.389	    -575.242		     166.820	      33.036	    -367.598		       0.000	       0.000	       0.000		       0.000	       0.000	       0.000		     -89.080	     566.831	    -378.478		     -45.015	     410.674	    -284.213		       0.000	       0.000	       0.000		     -16.484	     231.175	    -354.585		     -17.944	      95.183	    -472.985		      -0.133	      83.088	    -573.953		       0.000	       0.000	       0.000		       0.000	       0.000	       0.000		      38.292	      48.784	    -340.600	
 805	      20.340	    1600.912	    -337.945		     106.283	    1538.481	    -337.954		     110.270	    1523.844	    -453.405		     -61.149	    1526.722	    -357.089		     -46.903	    1506.666	    -461.239		      20.255	    1338.831	    -526.490		      26.701	    1112.891	    -552.856		      30.283	    1258.503	    -358.076		      25.415	    1097.022	    -312.991		     155.952	    1262.342	    -394.869		     135.105	    1271.448	    -563.646		     256.948	    1126.147	    -577.957		     333.836	    1058.196	    -585.523		     302.907	    1008.898	    -530.282		     524.470	    1075.216	    -479.321		     489.257	    1151.185	    -464.676		     457.800	    1072.669	    -523.261		     564.477	    1165.756	    -501.280		     594.789	    1112.697	    -478.606		    -111.487	    1258.889	    -398.818		     -88.344	    1257.786	    -560.238		    -214.564	    1133.427	    -549.543		    -299.169	    1055.552	    -540.572		    -262.764	     993.917	    -492.822		    -454.452	    1093.830	    -388.827		    -421.135	    1166.281	    -396.773		    -392.187	    1090.011	    -462.142		    -471.005	    1175.886	    -408.280		    -520.274	    1130.669	    -378.365		     153.890	     921.645	    -337.421		      24.998	     917.585	    -274.713		     123.661	     910.287	    -516.490		     -88.543	     913.634	    -335.061		      15.683	     910.261	    -523.396		     -70.869	     910.940	    -509.670		     181.353	     603.159	    -271.830		     178.553	     417.208	    -285.637		       0.000	       0.000	       0.000		     194.340	     328.145	    -391.954		     172.085	     103.164	    -507.154		     149.584	      65.401	    -581.255		     167.117	      34.361	    -372.378		       0.000	       0.000	       0.000		       0.000	       0.000	       0.000		     -87.806	     550.773	    -376.107		     -45.219	     397.466	    -279.195		       0.000	       0.000	       0.000		     -15.143	     222.275	    -352.765		     -17.331	      89.374	    -473.532		       0.760	      75.933	    -575.348		      11.461	      56.275	    -375.718		       0.000	       0.000	       0.000		      40.874	      44.666	    -342.484	
 806	      20.350	    1589.111	    -340.459		     106.449	    1526.651	    -339.149		     110.622	    1509.557	    -454.384		     -61.013	    1514.260	    -358.439		     -46.484	    1491.960	    -462.026		      20.451	    1324.526	    -525.488		      27.074	    1097.727	    -552.302		      30.590	    1241.968	    -355.361		      25.601	    1079.524	    -312.420		     156.161	    1246.309	    -391.918		     136.632	    1256.768	    -561.509		     261.257	    1111.628	    -572.723		     340.697	    1047.169	    -578.870		     310.584	     996.777	    -523.978		     525.968	    1076.187	    -466.936		     485.299	    1149.373	    -452.110		     460.897	    1069.161	    -512.451		     560.859	    1170.304	    -484.210		     593.914	    1118.654	    -461.263		    -110.795	    1242.950	    -395.877		     -89.413	    1242.978	    -558.603		    -219.681	    1118.729	    -543.490		    -306.918	    1045.478	    -531.611		    -271.307	     983.222	    -483.158		    -452.610	    1096.901	    -375.080		    -413.663	    1166.333	    -383.247		    -393.080	    1087.321	    -449.626		    -462.974	    1180.467	    -392.841		    -514.645	    1139.006	    -361.514		     154.325	     903.986	    -338.195		      24.590	     899.873	    -276.114		     124.371	     892.779	    -518.262		     -88.835	     896.102	    -336.769		      15.866	     893.014	    -525.596		     -71.220	     894.264	    -512.694		     181.954	     587.747	    -269.318		     180.096	     402.373	    -282.524		       0.000	       0.000	       0.000		     194.291	     321.465	    -391.239		     174.268	      98.103	    -511.182		     150.073	      58.823	    -584.393		     167.600	      34.439	    -374.227		       0.000	       0.000	       0.000		     104.742	      42.225	    -362.635		     -87.878	     536.547	    -374.032		     -45.823	     385.584	    -274.614		       0.000	       0.000	       0.000		     -13.077	     213.992	    -349.696		     -15.465	      84.733	    -474.937		       3.248	      69.961	    -577.477		      12.149	      56.022	    -375.729		       0.000	       0.000	       0.000		      41.353	      43.079	    -339.840	
 807	      20.307	    1578.590	    -342.821		     106.503	    1516.200	    -340.336		     110.924	    1497.067	    -455.357		     -60.974	    1503.206	    -359.791		     -46.233	    1479.150	    -462.835		      20.540	    1312.371	    -524.924		      27.627	    1083.820	    -551.474		      30.959	    1225.989	    -352.605		      25.903	    1062.626	    -311.224		     156.362	    1231.297	    -388.885		     137.971	    1243.707	    -559.536		     265.255	    1098.732	    -566.953		     347.241	    1037.635	    -571.585		     317.972	     985.988	    -517.108		     526.508	    1076.990	    -454.308		     481.331	    1146.998	    -439.518		     463.414	    1066.188	    -501.251		     556.946	    1174.088	    -466.331		     591.693	    1123.877	    -443.748		    -109.948	    1227.538	    -394.191		     -90.013	    1229.729	    -557.254		    -225.266	    1105.856	    -537.235		    -313.959	    1036.951	    -521.501		    -279.467	     973.710	    -473.156		    -450.159	    1099.293	    -362.030		    -405.749	    1165.510	    -369.411		    -393.648	    1085.068	    -437.208		    -453.780	    1184.216	    -377.334		    -508.438	    1146.345	    -345.992		     154.679	     886.262	    -338.993		      23.924	     881.919	    -277.221		     125.370	     875.932	    -520.176		     -89.114	     879.076	    -338.624		      16.137	     876.775	    -528.551		     -71.441	     879.358	    -516.313		     181.375	     572.766	    -267.400		     180.591	     389.006	    -280.093		       0.000	       0.000	       0.000		     193.003	     314.976	    -388.828		     174.888	      92.610	    -512.928		     150.404	      52.275	    -585.595		     168.268	      33.734	    -373.751		       0.000	       0.000	       0.000		     104.965	      41.347	    -360.883		     -88.282	     524.395	    -372.845		     -46.514	     375.359	    -271.557		       0.000	       0.000	       0.000		     -10.465	     206.232	    -348.823		     -12.565	      80.672	    -476.966		       7.822	      64.280	    -579.887		      13.052	      55.924	    -376.774		       0.000	       0.000	       0.000		      40.281	      45.544	    -339.731	
 808	      20.310	    1569.549	    -344.773		     106.444	    1507.021	    -341.596		     111.054	    1486.544	    -456.367		     -61.090	    1493.674	    -361.183		     -46.125	    1468.461	    -463.978		      20.910	    1301.736	    -524.050		      28.534	    1072.185	    -550.708		      31.158	    1211.732	    -349.687		      26.006	    1046.964	    -309.524		     156.367	    1218.232	    -385.888		     139.265	    1232.681	    -557.470		     268.740	    1087.839	    -560.907		     353.190	    1029.673	    -563.705		     324.377	     976.856	    -509.928		     526.061	    1077.511	    -440.959		     476.567	    1144.607	    -426.412		     465.134	    1063.738	    -489.610		     551.407	    1177.098	    -448.766		     588.137	    1128.209	    -426.237		    -109.120	    1214.407	    -391.851		     -89.986	    1218.487	    -555.850		    -230.486	    1095.315	    -530.731		    -320.278	    1030.460	    -510.995		    -286.727	     966.032	    -463.250		    -447.453	    1101.335	    -349.698		    -397.281	    1163.398	    -354.908		    -393.357	    1083.481	    -424.751		    -443.392	    1186.833	    -362.006		    -501.430	    1152.897	    -331.851		     154.798	     869.174	    -339.866		      23.079	     864.730	    -278.176		     127.073	     862.521	    -522.306		     -89.494	     863.592	    -340.545		      17.146	     864.541	    -531.327		     -70.547	     868.535	    -519.356		     182.132	     559.600	    -264.436		     180.761	     377.919	    -277.308		       0.000	       0.000	       0.000		     194.198	     307.675	    -385.994		     173.419	      88.897	    -515.351		     149.471	      48.104	    -587.105		     168.509	      33.814	    -374.280		       0.000	       0.000	       0.000		     104.611	      41.194	    -360.250		     -88.272	     513.681	    -372.969		     -46.550	     366.707	    -270.156		       0.000	       0.000	       0.000		      -7.720	     198.247	    -349.968		      -9.408	      77.131	    -478.514		      13.284	      59.417	    -581.855		       0.000	       0.000	       0.000		       0.000	       0.000	       0.000		      39.066	      46.452	    -339.387	
 809	      20.039	    1561.427	    -347.138		     106.249	    1499.099	    -343.052		     111.083	    1477.469	    -457.628		     -61.311	    1485.508	    -362.703		     -46.179	    1459.275	    -465.296		      21.396	    1292.846	    -522.894		      29.733	    1063.671	    -550.508		      30.984	    1200.543	    -347.138		      26.090	    1034.742	    -307.272		     156.013	    1208.014	    -383.256		     140.799	    1223.916	    -555.310		     271.670	    1078.991	    -555.033		     358.175	    1023.070	    -555.671		     329.216	     969.310	    -502.308		     524.406	    1078.248	    -427.822		     471.082	    1141.983	    -412.875		     465.827	    1061.602	    -477.720		     544.824	    1179.231	    -431.175		     584.031	    1131.259	    -410.601		    -108.478	    1204.238	    -389.605		     -89.921	    1209.356	    -554.310		    -234.873	    1087.325	    -524.612		    -325.152	    1025.973	    -500.427		    -292.440	     960.205	    -453.832		    -444.445	    1103.165	    -338.258		    -388.503	    1160.533	    -339.560		    -392.308	    1082.695	    -412.704		    -432.119	    1188.406	    -346.651		    -494.193	    1158.580	    -319.548		     154.433	     854.186	    -340.332		      21.857	     849.292	    -279.223		     127.832	     854.737	    -522.755		     -90.385	     850.841	    -342.225		      17.904	     857.929	    -531.729		     -70.049	     861.108	    -521.252		     183.505	     550.372	    -262.705		     181.093	     369.653	    -273.869		       0.000	       0.000	       0.000		     194.474	     299.563	    -383.660		     171.140	      86.547	    -517.402		     146.379	      45.354	    -588.383		     168.506	      33.918	    -375.204		       0.000	       0.000	       0.000		     105.240	      41.685	    -361.423		     -88.185	     505.253	    -373.477		     -45.423	     359.224	    -269.753		       0.000	       0.000	       0.000		      -4.511	     190.773	    -351.219		      -5.807	      74.594	    -480.118		      19.722	      55.664	    -583.358		       0.000	       0.000	       0.000		       0.000	       0.000	       0.000		      39.836	      45.462	    -340.172	
 810	      19.559	    1555.293	    -349.585		     105.904	    1492.940	    -344.704		     111.029	    1469.915	    -459.031		     -61.573	    1478.979	    -364.473		     -46.177	    1451.471	    -466.715		      21.869	    1285.774	    -521.840		      30.758	    1057.255	    -551.016		      30.488	    1192.694	    -345.698		      25.642	    1026.156	    -306.263		     155.247	    1200.710	    -380.804		     142.352	    1217.201	    -553.377		     274.006	    1072.241	    -549.513		     362.046	    1017.781	    -547.811		     332.235	     963.690	    -495.225		     521.774	    1077.683	    -413.648		     464.866	    1139.199	    -399.005		     465.407	    1059.870	    -465.807		     537.241	    1180.316	    -413.263		     578.203	    1133.624	    -393.752		    -108.195	    1197.273	    -387.926		     -90.037	    1202.392	    -552.965		    -237.367	    1081.602	    -518.694		    -328.342	    1023.131	    -490.442		    -296.156	     956.150	    -445.393		    -441.032	    1104.819	    -327.664		    -379.816	    1156.804	    -324.559		    -390.134	    1082.428	    -401.003		    -420.322	    1188.762	    -331.059		    -484.672	    1163.828	    -307.075		     153.760	     843.687	    -340.243		      20.466	     837.567	    -280.471		     127.917	     848.977	    -522.832		     -91.671	     841.836	    -343.540		      18.131	     851.907	    -532.729		     -69.861	     855.203	    -522.675		     184.333	     546.326	    -262.623		     181.762	     364.396	    -270.483		       0.000	       0.000	       0.000		     193.009	     293.534	    -382.583		     168.451	      85.704	    -518.493		     142.739	      44.295	    -588.924		     168.496	      33.986	    -375.641		       0.000	       0.000	       0.000		     105.117	      41.738	    -360.755		     -87.321	     498.742	    -374.255		     -43.667	     353.400	    -269.925		       0.000	       0.000	       0.000		      -1.517	     185.668	    -351.165		      -2.364	      73.419	    -480.888		      25.324	      53.433	    -584.043		       0.000	       0.000	       0.000		       0.000	       0.000	       0.000		      39.974	      45.178	    -340.643	
 811	      18.878	    1551.362	    -352.262		     105.420	    1489.021	    -346.384		     111.040	    1464.408	    -460.366		     -61.874	    1474.506	    -366.406		     -46.257	    1445.789	    -468.535		      22.305	    1280.867	    -521.049		      31.358	    1052.527	    -551.878		      30.029	    1187.667	    -344.745		      25.137	    1020.790	    -305.778		     154.547	    1195.599	    -379.354		     143.810	    1212.540	    -551.559		     276.032	    1067.621	    -544.593		     364.923	    1013.880	    -540.328		     333.749	     959.527	    -488.647		     517.996	    1077.254	    -400.193		     457.948	    1136.208	    -385.592		     463.936	    1058.520	    -454.198		     528.977	    1181.020	    -395.648		     571.494	    1135.034	    -377.078		    -108.115	    1192.831	    -386.841		     -90.224	    1197.726	    -551.869		    -239.082	    1077.873	    -513.212		    -330.209	    1021.589	    -481.315		    -298.311	     953.422	    -437.994		    -437.217	    1106.120	    -317.413		    -371.756	    1152.064	    -309.397		    -386.894	    1082.689	    -390.037		    -408.792	    1187.959	    -315.192		    -475.873	    1167.745	    -294.850		     152.569	     839.399	    -340.236		      19.122	     831.474	    -281.785		     127.567	     844.669	    -523.421		     -92.647	     837.469	    -345.384		      17.796	     847.040	    -534.376		     -70.172	     850.361	    -524.215		     184.741	     543.687	    -262.499		     182.169	     361.576	    -267.889		       0.000	       0.000	       0.000		     191.821	     291.377	    -382.313		     167.957	      86.305	    -518.260		     141.744	      44.951	    -588.860		     168.610	      33.839	    -375.804		       0.000	       0.000	       0.000		     105.087	      41.380	    -360.256		     -86.076	     494.096	    -374.843		     -41.173	     350.134	    -269.677		       0.000	       0.000	       0.000		      -0.931	     183.607	    -349.766		      -1.911	      73.025	    -480.512		      25.554	      52.945	    -583.981		       0.000	       0.000	       0.000		       0.000	       0.000	       0.000		      39.087	      45.660	    -340.103	
 812	      18.263	    1549.751	    -354.800		     104.942	    1487.572	    -347.819		     111.059	    1461.506	    -461.566		     -62.110	    1472.483	    -368.269		     -46.021	    1442.330	    -469.530		      22.690	    1278.504	    -520.485		      31.613	    1050.002	    -552.709		      29.628	    1185.353	    -344.430		      24.340	    1018.393	    -306.127		     153.831	    1192.819	    -378.020		     145.239	    1210.276	    -549.861		     277.957	    1065.362	    -540.596		     366.742	    1011.532	    -533.125		     333.842	     956.781	    -482.758		     513.384	    1076.598	    -387.365		     450.815	    1132.817	    -371.124		     461.469	    1057.394	    -442.999		     520.290	    1180.840	    -377.459		     564.097	    1135.437	    -360.430		    -107.916	    1190.673	    -386.042		     -90.614	    1195.577	    -550.969		    -240.780	    1076.240	    -508.037		    -331.366	    1021.392	    -473.159		    -299.430	     952.095	    -431.598		    -432.963	    1106.974	    -307.060		    -364.250	    1147.089	    -294.834		    -382.866	    1083.042	    -379.595		    -398.097	    1186.183	    -299.057		    -467.359	    1170.383	    -281.864		     150.785	     838.459	    -341.412		      17.590	     830.549	    -283.110		     127.016	     842.128	    -524.618		     -93.684	     836.453	    -347.424		      17.107	     844.082	    -535.907		     -70.891	     847.254	    -525.857		     184.963	     542.709	    -262.464		     182.449	     361.180	    -265.758		       0.000	       0.000	       0.000		     192.307	     292.979	    -380.581		     168.940	      87.695	    -516.694		     143.213	      47.703	    -588.087		     168.631	      33.611	    -375.401		       0.000	       0.000	       0.000		     104.707	      41.787	    -360.457		     -84.719	     491.624	    -374.619		     -39.570	     350.608	    -267.464		       0.000	       0.000	       0.000		      -2.474	     184.105	    -348.505		      -3.434	      73.246	    -480.066		      23.706	      54.108	    -583.617		       0.000	       0.000	       0.000		       0.000	       0.000	       0.000		      38.698	      46.061	    -340.038	
 813	      17.804	    1550.491	    -356.941		     104.546	    1488.452	    -349.068		     111.076	    1461.348	    -462.493		     -62.782	    1473.094	    -370.505		     -45.894	    1441.948	    -470.820		      22.974	    1278.696	    -520.128		      31.494	    1050.128	    -553.534		      29.152	    1185.397	    -344.245		      23.267	    1018.503	    -306.835		     153.200	    1192.553	    -376.543		     146.653	    1210.526	    -548.374		     279.873	    1065.511	    -537.807		     367.524	    1010.781	    -526.161		     332.452	     955.201	    -477.314		     508.102	    1076.128	    -375.774		     443.539	    1129.175	    -357.323		     458.129	    1056.485	    -432.252		     511.401	    1179.924	    -358.866		     556.318	    1134.847	    -343.804		    -107.807	    1190.920	    -385.191		     -91.183	    1195.964	    -550.301		    -242.892	    1077.037	    -504.059		    -331.865	    1022.639	    -465.871		    -299.562	     952.196	    -426.260		    -428.270	    1107.256	    -296.516		    -357.285	    1142.121	    -280.968		    -378.898	    1083.628	    -369.747		    -388.573	    1183.638	    -282.686		    -458.798	    1171.166	    -267.337		     149.260	     839.596	    -343.127		      16.373	     832.732	    -284.376		     126.322	     842.170	    -526.221		     -94.860	     837.538	    -348.886		      16.334	     843.589	    -537.216		     -71.666	     846.665	    -527.217		     185.206	     544.451	    -262.145		     182.784	     363.724	    -263.262		       0.000	       0.000	       0.000		     193.209	     296.629	    -377.285		     169.477	      89.899	    -514.833		     143.335	      51.111	    -586.924		     168.727	      33.305	    -374.859		       0.000	       0.000	       0.000		     104.558	      41.588	    -359.765		     -83.951	     492.041	    -373.075		     -39.548	     352.999	    -264.405		       0.000	       0.000	       0.000		      -3.596	     185.835	    -346.761		      -3.885	      74.269	    -479.238		      22.903	      56.181	    -582.818		       0.000	       0.000	       0.000		       0.000	       0.000	       0.000		      38.781	      45.663	    -339.854	
 814	      17.550	    1553.639	    -358.640		     104.273	    1491.646	    -350.063		     111.069	    1463.780	    -463.259		     -62.546	    1475.995	    -371.370		     -45.840	    1444.339	    -471.982		      23.094	    1281.456	    -519.922		      30.893	    1052.986	    -554.297		      28.573	    1187.968	    -344.152		      22.193	    1021.115	    -307.464		     152.340	    1194.660	    -375.430		     148.060	    1213.378	    -547.195		     281.735	    1067.830	    -535.126		     367.444	    1011.700	    -519.491		     329.238	     955.923	    -474.028		     502.116	    1074.973	    -363.787		     436.031	    1125.293	    -343.623		     454.050	    1055.725	    -421.879		     502.374	    1178.002	    -339.811		     548.222	    1133.082	    -327.199		    -107.926	    1193.521	    -384.816		     -91.974	    1199.071	    -549.887		    -244.503	    1079.996	    -500.549		    -331.792	    1025.372	    -459.422		    -298.540	     953.850	    -422.362		    -423.168	    1106.666	    -285.725		    -350.846	    1137.592	    -267.960		    -375.055	    1084.375	    -360.282		    -380.324	    1180.995	    -268.574		    -451.298	    1169.809	    -251.846		     148.540	     842.998	    -344.153		      15.587	     836.868	    -285.303		     125.298	     844.868	    -527.570		     -95.765	     840.556	    -349.696		      15.408	     845.890	    -538.026		     -72.543	     848.979	    -527.970		     185.896	     549.131	    -261.697		     184.123	     368.643	    -261.167		       0.000	       0.000	       0.000		     193.746	     300.828	    -374.426		     169.523	      92.994	    -512.759		     143.659	      55.439	    -585.510		     168.853	      33.129	    -374.367		       0.000	       0.000	       0.000		     104.776	      40.907	    -359.452		     -84.034	     495.170	    -371.645		     -40.934	     355.553	    -262.152		       0.000	       0.000	       0.000		      -3.046	     188.314	    -345.260		      -3.297	      75.874	    -478.413		      23.543	      58.745	    -581.855		       0.000	       0.000	       0.000		       0.000	       0.000	       0.000		      38.805	      45.445	    -339.322	
 815	      17.385	    1558.991	    -359.919		     104.009	    1497.055	    -350.820		     111.031	    1468.622	    -463.893		     -62.755	    1481.325	    -372.592		     -45.847	    1449.260	    -473.007		      22.950	    1286.702	    -520.052		      29.792	    1058.206	    -554.835		      27.850	    1192.998	    -344.107		      21.248	    1026.138	    -308.439		     151.254	    1199.196	    -374.692		     149.127	    1218.654	    -546.520		     283.136	    1072.033	    -531.956		     366.613	    1014.400	    -513.448		     325.382	     958.171	    -470.925		     495.510	    1073.677	    -352.387		     428.435	    1120.940	    -330.429		     449.376	    1055.124	    -411.962		     493.499	    1174.944	    -320.382		     539.801	    1129.830	    -309.341		    -107.933	    1199.035	    -384.125		     -93.169	    1204.773	    -549.765		    -245.843	    1085.299	    -498.055		    -331.210	    1029.691	    -453.745		    -296.508	     957.010	    -420.210		    -417.824	    1104.614	    -274.737		    -345.162	    1133.672	    -256.869		    -371.369	    1085.019	    -351.080		    -374.328	    1177.351	    -253.306		    -445.375	    1165.688	    -235.576		     148.256	     848.616	    -344.814		      15.241	     842.648	    -285.623		     124.157	     849.828	    -528.573		     -96.351	     845.621	    -349.669		      14.356	     850.699	    -538.327		     -73.470	     853.888	    -528.014		     186.665	     555.564	    -261.991		     186.025	     374.671	    -260.422		       0.000	       0.000	       0.000		     194.387	     305.971	    -372.578		     169.977	      96.398	    -510.320		     143.661	      59.832	    -583.916		     169.026	      32.942	    -373.821		       0.000	       0.000	       0.000		     104.978	      40.744	    -359.222		     -84.831	     500.051	    -371.528		     -43.164	     358.589	    -262.517		       0.000	       0.000	       0.000		      -2.804	     191.961	    -344.634		      -2.389	      77.637	    -477.672		      24.846	      61.422	    -580.806		       0.000	       0.000	       0.000		       0.000	       0.000	       0.000		      38.746	      45.494	    -338.596	
